Name,ontologyTermName,ontologyTermIRI,score,validated,review,
fetal hydrops ar,Hydrops fetalis,http://purl.obolibrary.org/obo/HP_0001789,80,FALSE,FALSE,
episodic ataxia type 2,Episodic ataxia,http://purl.obolibrary.org/obo/HP_0002131,80,FALSE,FALSE,
lysinuric protein intolerance,Intolerance to protein,http://purl.obolibrary.org/obo/HP_0001984,80,FALSE,FALSE,
malignant neoplasm prostate,"neoplastic, malignant",http://purl.obolibrary.org/obo/PATO_0002097,80,FALSE,FALSE,
megaloureter,Hydroureter,http://purl.obolibrary.org/obo/HP_0000072,80,FALSE,FALSE,
jejunal atresia familial,Jejunal atresia,http://purl.obolibrary.org/obo/HP_0005235,80,FALSE,FALSE,
anus atresia,atretic,http://purl.obolibrary.org/obo/PATO_0001819,80,FALSE,FALSE,
mental retardation slight,Intellectual disability,http://purl.obolibrary.org/obo/HP_0001249,80,FALSE,FALSE,
mental retardation familial,Intellectual disability,http://purl.obolibrary.org/obo/HP_0001249,80,FALSE,FALSE,
mental retardation medium,Intellectual disability,http://purl.obolibrary.org/obo/HP_0001249,80,FALSE,FALSE,
aortic valve stenosis unspecified,Aortic valve stenosis,http://purl.obolibrary.org/obo/HP_0001650,80,FALSE,FALSE,
scoliosis congenital,Progressive congenital scoliosis,http://purl.obolibrary.org/obo/HP_0008458,80,FALSE,FALSE,
talipes calcaneovalgus unspecified,Talipes calcaneovalgus,http://purl.obolibrary.org/obo/HP_0001884,80,FALSE,FALSE,
focal dermal aplasia,Focal dermal aplasia/hypoplasia,http://purl.obolibrary.org/obo/HP_0007510,79.25,FALSE,FALSE,
polydactyly preaxial lower limbs,Preaxial polydactyly,http://purl.obolibrary.org/obo/HP_0100258,79.25,FALSE,FALSE,
polydactyly preaxial upper limbs,Preaxial polydactyly,http://purl.obolibrary.org/obo/HP_0100258,79.25,FALSE,FALSE,
ectodermal dysplasia unspecified,Ectodermal dysplasia,http://purl.obolibrary.org/obo/HP_0000968,79.17,FALSE,FALSE,
hyperbilirubinemia unspecified,Hyperbilirubinemia,http://purl.obolibrary.org/obo/HP_0002904,79.17,FALSE,FALSE,
muscular dystrophy unspecified,Muscular dystrophy,http://purl.obolibrary.org/obo/HP_0003560,79.17,FALSE,FALSE,
neural tube defect unspecified,Neural tube defect,http://purl.obolibrary.org/obo/HP_0045005,79.17,FALSE,FALSE,
spastic paraplegia unspecified,Spastic paraplegia,http://purl.obolibrary.org/obo/HP_0001258,79.17,FALSE,FALSE,
pituitary dwarfism unspecified,Pituitary dwarfism,http://purl.obolibrary.org/obo/HP_0000839,79.17,FALSE,FALSE,
psychomotor retardation unspecified,Psychomotor retardation,http://purl.obolibrary.org/obo/HP_0025356,79.17,FALSE,FALSE,
talipes calcaneovarus unspecified,Talipes calcaneovarus,http://purl.obolibrary.org/obo/HP_0008124,79.17,FALSE,FALSE,
cleft lip bilateral with cleft palate laterality unspecified,Bilateral cleft lip and palate,http://purl.obolibrary.org/obo/HP_0002744,78.95,FALSE,FALSE,
hyperechogenic bowel,Echogenic fetal bowel,http://purl.obolibrary.org/obo/HP_0010943,78.79,FALSE,FALSE,
spina bifida aperta,Spina bifida,http://purl.obolibrary.org/obo/HP_0002414,78.79,FALSE,FALSE,
pontocerebellar hypoplasia type 2,Olivopontocerebellar hypoplasia,http://purl.obolibrary.org/obo/HP_0006955,78.79,FALSE,FALSE,
vanishing white matter,white matter,http://purl.obolibrary.org/obo/UBERON_0002316,78.79,FALSE,FALSE,
rett syndrome,Barrett esophagus,http://purl.obolibrary.org/obo/HP_0100580,78.57,FALSE,FALSE,
leber optic nerve atrophy mtdna,Leber optic atrophy,http://purl.obolibrary.org/obo/HP_0001112,78.43,FALSE,FALSE,
mental retardation unspecified xl,Intellectual disability,http://purl.obolibrary.org/obo/HP_0001249,78.43,FALSE,FALSE,
polydactyly postaxial upper limb,Postaxial polydactyly,http://purl.obolibrary.org/obo/HP_0100259,78.43,FALSE,FALSE,
radioulnar synostoses unspecified,Radioulnar synostosis,http://purl.obolibrary.org/obo/HP_0002974,78.43,FALSE,FALSE,
adrenal hyperplasia unspecified,Adrenal hyperplasia,http://purl.obolibrary.org/obo/HP_0008221,78.26,FALSE,FALSE,
cerebellar ataxia unspecified,Ataxia,http://purl.obolibrary.org/obo/HP_0001251,78.26,FALSE,FALSE,
holoprosencephaly unspecified,Holoprosencephaly,http://purl.obolibrary.org/obo/HP_0001360,78.26,FALSE,FALSE,
kidney agenesis bilateral,Bilateral renal atrophy,http://purl.obolibrary.org/obo/HP_0012586,78.26,FALSE,FALSE,
multiple congenital anomalies,Congenital hip dislocation,http://purl.obolibrary.org/obo/HP_0001374,78.26,FALSE,FALSE,
cancer familial,Family history of cancer,http://purl.obolibrary.org/obo/HP_0032317,77.78,FALSE,FALSE,
duchenne muscular dystrophy xl,Muscular dystrophy,http://purl.obolibrary.org/obo/HP_0003560,77.55,FALSE,FALSE,
leigh encephalomyelopathy infantile ar,Infantile encephalopathy,http://purl.obolibrary.org/obo/HP_0007105,77.42,FALSE,FALSE,
tyrosinemia type 1,Hypertyrosinemia,http://purl.obolibrary.org/obo/HP_0003231,77.42,FALSE,FALSE,
carnitine palmitoyltransferase 2 deficiency,carnitine O-palmitoyltransferase activity,http://purl.obolibrary.org/obo/GO_0004095,77.33,FALSE,FALSE,
cleft hard palate unspecified,Cleft hard palate,http://purl.obolibrary.org/obo/HP_0410005,77.27,FALSE,FALSE,
deafness sensorineural unspecified,Sensorineural hearing impairment,http://purl.obolibrary.org/obo/HP_0000407,77.27,FALSE,FALSE,
glutaricaciduria unspecified,Glutaric aciduria,http://purl.obolibrary.org/obo/HP_0003150,77.27,FALSE,FALSE,
achalasia familial esophageal,Achalasia,http://purl.obolibrary.org/obo/HP_0002571,77.27,FALSE,FALSE,
noncompaction of left ventricular myocardium familial isolated ad,Noncompaction cardiomyopathy,http://purl.obolibrary.org/obo/HP_0012817,77.27,FALSE,FALSE,
skeletal dysplasia unspecified,Skeletal dysplasia,http://purl.obolibrary.org/obo/HP_0002652,77.27,FALSE,FALSE,
porencephalic cyst unspecified,Porencephalic cyst,http://purl.obolibrary.org/obo/HP_0002132,77.27,FALSE,FALSE,
retinitis pigmentosa unspecified,Rod-cone dystrophy,http://purl.obolibrary.org/obo/HP_0000510,77.27,FALSE,FALSE,
thrombocytopenia unspecified,Thrombocytopenia,http://purl.obolibrary.org/obo/HP_0001873,77.27,FALSE,FALSE,
depressive disorder unspecified,depressive disorder,http://purl.obolibrary.org/obo/NBO_0000515,77.19,FALSE,FALSE,
